FEN,Outcome
2b5/r1p1kp1p/1p4p1/3p4/8/P1N4P/1PPK1PP1/R4B1R b - - 0 1,0.5
2b5/2p1kp1p/1p4p1/3p4/8/r1N4P/1PPK1PP1/R4B1R w - - 0 1,0.5
2b5/2p1kp1p/1p4p1/3p4/8/R1N4P/1PPK1PP1/5B1R b - - 0 1,0.5
8/2p1kp1p/1p4p1/3p4/8/R1N4b/1PPK1PP1/5B1R w - - 0 1,0.5
8/2p1kp1p/1p4p1/3p4/8/2N4b/RPPK1PP1/5B1R b - - 0 1,0.5
8/2p1kp1p/1p4p1/3p4/8/2N5/RPPK1Pb1/5B1R w - - 0 1,0.5
8/2p1kp1p/1p4p1/3p4/8/2N5/RPPK1PB1/7R b - - 0 1,0.5
8/2p1kp1p/1p6/3p4/6p1/2N5/RPPK1PB1/7R w - - 0 1,0.5
8/2p1kp1p/1p6/3B4/6p1/2N5/RPPK1P2/7R b - - 0 1,0.5
8/2p1kp1p/8/3B4/1p4p1/2N5/RPPK1P2/7R w - - 0 1,0.5
8/2p1kB1p/8/8/1p4p1/2N5/RPPK1P2/7R b - - 0 1,0.5
8/2p2k1p/8/8/1p4p1/2N5/RPPK1P2/7R w - - 0 1,0.5
8/2p2k1R/8/8/1p4p1/2N5/RPPK1P2/8 b - - 0 1,0.5
4k3/2p4R/8/8/1p4p1/2N5/RPPK1P2/8 w - - 0 1,0.5
4k3/2R5/8/8/1p4p1/2N5/RPPK1P2/8 b - - 0 1,0.5
4k3/2R5/8/8/6p1/2p5/RPPK1P2/8 w - - 0 1,0.5
4k3/8/8/8/6p1/2R5/RPPK1P2/8 b - - 0 1,0.5
4k3/8/8/8/8/2R3p1/RPPK1P2/8 w - - 0 1,0.5
4k3/8/8/8/8/6R1/RPPK1P2/8 b - - 0 1,0.5
3k4/8/8/8/8/6R1/RPPK1P2/8 w - - 0 1,0.5
3k4/8/8/8/8/6R1/RPP2P2/3K4 b - - 0 1,0.5
8/4k3/8/8/8/6R1/RPP2P2/3K4 w - - 0 1,0.5
8/4k3/8/8/8/6R1/RPP2P2/2K5 b - - 0 1,0.5
5k2/8/8/8/8/6R1/RPP2P2/2K5 w - - 0 1,0.5
5k2/8/8/8/8/5R2/RPP2P2/2K5 b - - 0 1,0.5
6k1/8/8/8/8/5R2/RPP2P2/2K5 w - - 0 1,0.5
6k1/8/8/8/8/7R/RPP2P2/2K5 b - - 0 1,0.5
5k2/8/8/8/8/7R/RPP2P2/2K5 w - - 0 1,0.5
5k2/8/8/8/8/7R/RPP2P2/1K6 b - - 0 1,0.5
8/4k3/8/8/8/7R/RPP2P2/1K6 w - - 0 1,0.5
8/4k3/8/8/8/7R/RPP2P2/K7 b - - 0 1,0.5
8/8/5k2/8/8/7R/RPP2P2/K7 w - - 0 1,0.5
8/7R/5k2/8/8/8/RPP2P2/K7 b - - 0 1,0.5
8/7R/8/5k2/8/8/RPP2P2/K7 w - - 0 1,0.5
8/8/8/5k2/8/7R/RPP2P2/K7 b - - 0 1,0.5
8/8/8/8/5k2/7R/RPP2P2/K7 w - - 0 1,0.5
8/8/8/8/5k1R/8/RPP2P2/K7 b - - 0 1,0.5
8/8/8/4k3/7R/8/RPP2P2/K7 w - - 0 1,0.5
8/8/8/4k3/2R5/8/RPP2P2/K7 b - - 0 1,0.5
8/8/8/5k2/2R5/8/RPP2P2/K7 w - - 0 1,0.5
R7/8/8/5k2/2R5/8/1PP2P2/K7 b - - 0 1,0.5
R7/8/8/6k1/2R5/8/1PP2P2/K7 w - - 0 1,0.5
R1R5/8/8/6k1/8/8/1PP2P2/K7 b - - 0 1,0.5
R1R5/8/8/8/6k1/8/1PP2P2/K7 w - - 0 1,0.5
2R5/R7/8/8/6k1/8/1PP2P2/K7 b - - 0 1,0.5
2R5/R7/8/8/8/5k2/1PP2P2/K7 w - - 0 1,0.5
4R3/R7/8/8/8/5k2/1PP2P2/K7 b - - 0 1,0.5
4R3/R7/8/8/8/8/1PP2k2/K7 w - - 0 1,0.5
4R3/R7/8/8/8/8/KPP2k2/8 b - - 0 1,0.5
4R3/R7/8/8/8/8/KPP5/6k1 w - - 0 1,0.5
8/R7/8/8/8/8/KPP5/4R1k1 b - - 0 1,0.5
8/R7/8/8/8/8/KPP3k1/4R3 w - - 0 1,0.5
8/R3R3/8/8/8/8/KPP3k1/8 b - - 0 1,0.5
8/R3R3/8/8/8/8/KPP5/6k1 w - - 0 1,0.5
8/4R3/8/8/R7/8/KPP5/6k1 b - - 0 1,0.5
8/4R3/8/8/R7/8/KPP5/5k2 w - - 0 1,0.5
8/R7/8/8/R7/8/KPP5/5k2 b - - 0 1,0.5
8/R7/8/8/R7/8/KPP2k2/8 w - - 0 1,0.5
8/R7/R7/8/8/8/KPP2k2/8 b - - 0 1,0.5
8/R7/R7/8/8/8/KPP5/5k2 w - - 0 1,0.5
8/R7/R7/8/8/8/1PP5/1K3k2 b - - 0 1,0.5
8/R7/R7/8/8/8/1PP5/1K4k1 w - - 0 1,0.5
8/R7/8/8/8/8/1PP5/RK4k1 b - - 0 1,0.5
8/R7/8/8/8/8/1PP5/RK3k2 w - - 0 1,0.5
8/R7/8/8/8/8/KPP5/R4k2 b - - 0 1,0.5
8/R7/8/8/8/8/KPP2k2/R7 w - - 0 1,0.5
8/8/R7/8/8/8/KPP2k2/R7 b - - 0 1,0.5
8/8/R7/8/8/8/KPP3k1/R7 w - - 0 1,0.5
8/8/5R2/8/8/8/KPP3k1/R7 b - - 0 1,0.5
8/8/5R2/8/8/6k1/KPP5/R7 w - - 0 1,0.5
8/8/8/8/8/6k1/KPP2R2/R7 b - - 0 1,0.5
8/8/8/8/8/7k/KPP2R2/R7 w - - 0 1,0.5
8/8/8/8/8/1K5k/1PP2R2/R7 b - - 0 1,0.5
8/8/8/8/7k/1K6/1PP2R2/R7 w - - 0 1,0.5
8/8/8/8/7k/RK6/1PP2R2/8 b - - 0 1,0.5
8/8/8/8/8/RK4k1/1PP2R2/8 w - - 0 1,0.5
8/8/8/8/8/1K4k1/RPP2R2/8 b - - 0 1,0.5
8/8/8/8/8/1K6/RPP2k2/8 w - - 0 1,0.5
8/8/8/8/2K5/8/RPP2k2/8 b - - 0 1,0.5
8/8/8/8/2K5/6k1/RPP5/8 w - - 0 1,0.5
8/8/8/3K4/8/6k1/RPP5/8 b - - 0 1,0.5
8/8/8/3K4/7k/8/RPP5/8 w - - 0 1,0.5
8/8/8/R2K4/7k/8/1PP5/8 b - - 0 1,0.5
8/8/8/R2K2k1/8/8/1PP5/8 w - - 0 1,0.5
8/8/R7/3K2k1/8/8/1PP5/8 b - - 0 1,0.5
8/8/R7/3K4/5k2/8/1PP5/8 w - - 0 1,0.5
8/8/5R2/3K4/5k2/8/1PP5/8 b - - 0 1,0.5
8/8/5R2/3K2k1/8/8/1PP5/8 w - - 0 1,0.5
8/8/3R4/3K2k1/8/8/1PP5/8 b - - 0 1,0.5
8/8/3R4/3K3k/8/8/1PP5/8 w - - 0 1,0.5
8/8/3R4/3K3k/8/2P5/1P6/8 b - - 0 1,0.5
8/8/3R4/3K2k1/8/2P5/1P6/8 w - - 0 1,0.5
8/8/3R4/2PK2k1/8/8/1P6/8 b - - 0 1,0.5
8/8/3R4/2PK4/5k2/8/1P6/8 w - - 0 1,0.5
8/8/2PR4/3K4/5k2/8/1P6/8 b - - 0 1,0.5
8/8/2PR4/3K4/6k1/8/1P6/8 w - - 0 1,0.5
8/2P5/3R4/3K4/6k1/8/1P6/8 b - - 0 1,0.5
8/2P5/3R4/3K1k2/8/8/1P6/8 w - - 0 1,0.5
2Q5/8/3R4/3K1k2/8/8/1P6/8 b - - 0 1,0.5
2Q5/8/3R4/3K4/5k2/8/1P6/8 w - - 0 1,0.5
2Q5/8/3R4/2K5/5k2/8/1P6/8 b - - 0 1,0.5
2Q5/8/3R4/2K1k3/8/8/1P6/8 w - - 0 1,0.5
2Q5/8/8/2K1k3/3R4/8/1P6/8 b - - 0 1,0.5
2Q5/8/5k2/2K5/3R4/8/1P6/8 w - - 0 1,0.5
2Q5/8/5k2/2K5/1R6/8/1P6/8 b - - 0 1,0.5
2Q5/6k1/8/2K5/1R6/8/1P6/8 w - - 0 1,0.5
4Q3/6k1/8/2K5/1R6/8/1P6/8 b - - 0 1,0.5
4Q3/8/7k/2K5/1R6/8/1P6/8 w - - 0 1,0.5
4Q3/8/7k/1RK5/8/8/1P6/8 b - - 0 1,0.5
4Q3/7k/8/1RK5/8/8/1P6/8 w - - 0 1,0.5
4Q3/7k/1R6/2K5/8/8/1P6/8 b - - 0 1,0.5
4Q3/6k1/1R6/2K5/8/8/1P6/8 w - - 0 1,0.5
4Q3/6k1/8/2K5/8/1R6/1P6/8 b - - 0 1,0.5
4Q3/8/7k/2K5/8/1R6/1P6/8 w - - 0 1,0.5
4Q3/8/7k/3K4/8/1R6/1P6/8 b - - 0 1,0.5
4Q3/8/8/3K2k1/8/1R6/1P6/8 w - - 0 1,0.5
4Q3/8/2K5/6k1/8/1R6/1P6/8 b - - 0 1,0.5
4Q3/8/2K5/8/6k1/1R6/1P6/8 w - - 0 1,0.5
4Q3/8/2K5/8/6k1/7R/1P6/8 b - - 0 1,0.5
4Q3/8/2K5/8/8/7k/1P6/8 w - - 0 1,0.5
4Q3/2K5/8/8/8/7k/1P6/8 b - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b - - 0 1,0.5
r1bqkbnr/pppppppp/2n5/8/8/N7/PPPPPPPP/R1BQKBNR w - - 0 1,0.5
r1bqkbnr/pppppppp/2n5/8/7P/N7/PPPPPPP1/R1BQKBNR b - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/7P/N7/PPPPPPP1/R1BQKBNR w - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/7P/N4N2/PPPPPPP1/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/pppp1ppp/2n2n2/4p3/7P/N4N2/PPPPPPP1/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/pppp1ppp/2n2n2/4N3/7P/N7/PPPPPPP1/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/pppp1ppp/5n2/4n3/7P/N7/PPPPPPP1/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/pppp1ppp/5n2/4n3/2N4P/8/PPPPPPP1/R1BQKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/3b1n2/4n3/2N4P/8/PPPPPPP1/R1BQKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/3b1n2/4N3/7P/8/PPPPPPP1/R1BQKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4b3/7P/8/PPPPPPP1/R1BQKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4b3/3P3P/8/PPP1PPP1/R1BQKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/8/3b3P/8/PPP1PPP1/R1BQKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/8/3Q3P/8/PPP1PPP1/R1B1KB1R b - - 0 1,0.5
r1bqk2r/ppp2ppp/5n2/3p4/3Q3P/8/PPP1PPP1/R1B1KB1R w - - 0 1,0.5
r1bqk2r/ppp2ppp/5Q2/3p4/7P/8/PPP1PPP1/R1B1KB1R b - - 0 1,0.5
r2qk2r/ppp2ppp/5Q2/3p1b2/7P/8/PPP1PPP1/R1B1KB1R w - - 0 1,0.5
r2qk2r/ppp2ppp/8/3p1Q2/7P/8/PPP1PPP1/R1B1KB1R b - - 0 1,0.5
r3k2r/ppp2ppp/8/3p1Q2/7q/8/PPP1PPP1/R1B1KB1R w - - 0 1,0.5
r3k2r/ppp2ppp/8/3p2Q1/7q/8/PPP1PPP1/R1B1KB1R b - - 0 1,0.5
r3k2r/ppp2ppp/8/3p2q1/8/8/PPP1PPP1/R1B1KB1R w - - 0 1,0.5
r3k2r/ppp2ppp/8/3p2B1/8/8/PPP1PPP1/R3KB1R b - - 0 1,0.5
r3k2r/ppp2ppp/8/6B1/3p4/8/PPP1PPP1/R3KB1R w - - 0 1,0.5
r2Bk2r/ppp2ppp/8/8/3p4/8/PPP1PPP1/R3KB1R b - - 0 1,0.5
r2k3r/ppp2ppp/8/8/3p4/8/PPP1PPP1/R3KB1R w - - 0 1,0.5
r2k3r/ppp2ppR/8/8/3p4/8/PPP1PPP1/R3KB2 b - - 0 1,0.5
r2k4/ppp2ppr/8/8/3p4/8/PPP1PPP1/R3KB2 w - - 0 1,0.5
r2k4/ppp2ppr/8/8/3pP3/8/PPP2PP1/R3KB2 b - - 0 1,0.5
r1k5/ppp2ppr/8/8/3pP3/8/PPP2PP1/R3KB2 w - - 0 1,0.5
r1k5/ppp2ppr/8/8/3pP3/8/PPP2PP1/3RKB2 b - - 0 1,0.5
r1k5/ppp2ppr/8/8/4P3/3p4/PPP2PP1/3RKB2 w - - 0 1,0.5
r1k5/ppp2ppr/8/8/4P3/3R4/PPP2PP1/4KB2 b - - 0 1,0.5
r1k4r/ppp2pp1/8/8/4P3/3R4/PPP2PP1/4KB2 w - - 0 1,0.5
r1k4r/ppp2pp1/8/4P3/8/3R4/PPP2PP1/4KB2 b - - 0 1,0.5
r1k5/ppp2pp1/8/4P2r/8/3R4/PPP2PP1/4KB2 w - - 0 1,0.5
r1k5/ppp2pp1/4P3/7r/8/3R4/PPP2PP1/4KB2 b - - 0 1,0.5
r1k5/ppp3p1/4p3/7r/8/3R4/PPP2PP1/4KB2 w - - 0 1,0.5
r1k5/ppp3p1/4p3/7r/8/8/PPP2PP1/3RKB2 b - - 0 1,0.5
r1k5/ppp3p1/4p3/8/8/7r/PPP2PP1/3RKB2 w - - 0 1,0.5
r1k5/ppp3p1/4p3/8/8/7P/PPP2P2/3RKB2 b - - 0 1,0.5
r1k5/ppp3p1/8/8/4p3/7P/PPP2P2/3RKB2 w - - 0 1,0.5
r1k5/ppp3p1/8/8/4p3/7P/PPP1BP2/3RK3 b - - 0 1,0.5
r1k5/ppp3p1/8/8/8/4p2P/PPP1BP2/3RK3 w - - 0 1,0.5
r1k5/ppp3p1/8/8/8/4P2P/PPP1B3/3RK3 b - - 0 1,0.5
rk6/ppp3p1/8/8/8/4P2P/PPP1B3/3RK3 w - - 0 1,0.5
rk6/ppp3p1/8/4P3/8/7P/PPP1B3/3RK3 b - - 0 1,0.5
rk6/1pp3p1/p7/4P3/8/7P/PPP1B3/3RK3 w - - 0 1,0.5
rk6/1pp3p1/B7/4P3/8/7P/PPP5/3RK3 b - - 0 1,0.5
1k6/1pp3p1/r7/4P3/8/7P/PPP5/3RK3 w - - 0 1,0.5
1k6/1pp3p1/r3P3/8/8/7P/PPP5/3RK3 b - - 0 1,0.5
1k6/1pp3p1/4r3/8/8/7P/PPP5/3RK3 w - - 0 1,0.5
1k6/1pp3p1/4r3/8/8/7P/PPP5/3R1K2 b - - 0 1,0.5
1k6/1pp1r1p1/8/8/8/7P/PPP5/3R1K2 w - - 0 1,0.5
1k6/1pp1r1p1/8/8/8/7P/PPP3K1/3R4 b - - 0 1,0.5
1k6/1pp3p1/4r3/8/8/7P/PPP3K1/3R4 w - - 0 1,0.5
1k6/1pp3p1/4r3/8/8/7P/PPP5/3R3K b - - 0 1,0.5
1k6/1pp3p1/8/4r3/8/7P/PPP5/3R3K w - - 0 1,0.5
1k6/1pp3p1/8/4r3/8/1P5P/P1P5/3R3K b - - 0 1,0.5
1k6/1pp3p1/8/7r/8/1P5P/P1P5/3R3K w - - 0 1,0.5
1k6/1pp3p1/8/1P5r/8/7P/P1P5/3R3K b - - 0 1,0.5
1k6/1pp3p1/8/1P4r1/8/7P/P1P5/3R3K w - - 0 1,0.5
1k6/1pp3p1/1P6/6r1/8/7P/P1P5/3R3K b - - 0 1,0.5
1k6/1p4p1/1p6/6r1/8/7P/P1P5/3R3K w - - 0 1,0.5
1k6/1p1R2p1/1p6/6r1/8/7P/P1P5/7K b - - 0 1,0.5
1k6/1p1R2p1/8/6r1/1p6/7P/P1P5/7K w - - 0 1,0.5
1k6/1p4R1/8/6r1/1p6/7P/P1P5/7K b - - 0 1,0.5
1k6/1p4r1/8/8/1p6/7P/P1P5/7K w - - 0 1,0.5
1k6/1p4r1/8/8/1p6/7P/P1P4K/8 b - - 0 1,0.5
1k6/1p4r1/8/8/8/1p5P/P1P4K/8 w - - 0 1,0.5
1k6/1p4r1/8/7P/8/1p6/P1P4K/8 b - - 0 1,0.5
1k6/1p4r1/8/7P/8/8/p1P4K/8 w - - 0 1,0.5
1k6/1p4r1/7P/8/8/8/p1P4K/8 b - - 0 1,0.5
1k6/1pr5/7P/8/8/8/p1P4K/8 w - - 0 1,0.5
1k6/1pr4P/8/8/8/8/p1P4K/8 b - - 0 1,0.5
1k6/1pr4P/8/8/8/8/2P4K/q7 w - - 0 1,0.5
1k6/1pr4P/8/8/2P5/8/7K/q7 b - - 0 1,0.5
1k6/1p5P/8/8/2r5/8/7K/q7 w - - 0 1,0.5
1k5Q/1p6/8/8/2r5/8/7K/q7 b - - 0 1,0.5
1k5q/1p6/8/8/2r5/8/7K/8 w - - 0 1,0.5
1k5q/1p6/8/8/2r5/8/6K1/8 b - - 0 1,0.5
1k1q4/1p6/8/8/2r5/8/6K1/8 w - - 0 1,0.5
1k1q4/1p6/8/8/2r5/7K/8/8 b - - 0 1,0.5
1k1q4/1p6/8/8/1r6/7K/8/8 w - - 0 1,0.5
1k1q4/1p6/8/8/1r6/6K1/8/8 b - - 0 1,0.5
1k6/1p6/8/8/1r6/6K1/8/3q4 w - - 0 1,0.5
1k6/1p6/8/8/1r6/8/6K1/3q4 b - - 0 1,0.5
1k6/1p6/8/8/1r6/8/6K1/4q3 w - - 0 1,0.5
1k6/1p6/8/8/1r6/8/7K/4q3 b - - 0 1,0.5
1k6/8/1p6/8/1r6/8/7K/4q3 w - - 0 1,0.5
1k6/8/1p6/8/1r6/7K/8/4q3 b - - 0 1,0.5
1k6/8/8/1p6/1r6/7K/8/4q3 w - - 0 1,0.5
1k6/8/8/1p6/1r6/8/7K/4q3 b - - 0 1,0.5
1k6/8/8/1p6/1r6/8/4q2K/8 w - - 0 1,0.5
1k6/8/8/1p6/1r6/6K1/4q3/8 b - - 0 1,0.5
1k6/8/8/1p6/1r6/6K1/q7/8 w - - 0 1,0.5
1k6/8/8/1p6/1r6/5K2/q7/8 b - - 0 1,0.5
1k6/8/8/1p6/1r6/5K2/1q6/8 w - - 0 1,0.5
1k6/8/8/1p6/1r6/6K1/1q6/8 b - - 0 1,0.5
1k6/8/8/1p6/1r6/2q3K1/8/8 w - - 0 1,0.5
1k6/8/8/1p6/1r6/2q5/5K2/8 b - - 0 1,0.5
1k6/8/8/1p6/1r6/8/5K2/4q3 w - - 0 1,0.5
1k6/8/8/1p6/1r6/8/8/4K3 b - - 0 1,0.5
1k6/8/8/1p6/6r1/8/8/4K3 w - - 0 1,0.5
1k6/8/8/1p6/6r1/8/8/5K2 b - - 0 1,0.5
1k6/8/8/8/1p4r1/8/8/5K2 w - - 0 1,0.5
1k6/8/8/8/1p4r1/8/4K3/8 b - - 0 1,0.5
1k6/8/8/8/6r1/1p6/4K3/8 w - - 0 1,0.5
1k6/8/8/8/6r1/1p3K2/8/8 b - - 0 1,0.5
1k6/8/8/8/6r1/5K2/1p6/8 w - - 0 1,0.5
1k6/8/8/8/6K1/8/1p6/8 b - - 0 1,0.5
1k6/8/8/8/6K1/8/8/1q6 w - - 0 1,0.5
1k6/8/8/8/7K/8/8/1q6 b - - 0 1,0.5
1k6/8/8/1q6/7K/8/8/8 w - - 0 1,0.5
1k6/8/8/1q6/8/6K1/8/8 b - - 0 1,0.5
1k6/3q4/8/8/8/6K1/8/8 w - - 0 1,0.5
1k6/3q4/8/8/5K2/8/8/8 b - - 0 1,0.5
1k6/8/8/1q6/5K2/8/8/8 w - - 0 1,0.5
1k6/8/8/1q6/8/5K2/8/8 b - - 0 1,0.5
1k6/8/1q6/8/8/5K2/8/8 w - - 0 1,0.5
1k6/8/1q6/8/5K2/8/8/8 b - - 0 1,0.5
1k6/8/7q/8/5K2/8/8/8 w - - 0 1,0.5
1k6/8/7q/8/6K1/8/8/8 b - - 0 1,0.5
1k6/7q/8/8/6K1/8/8/8 w - - 0 1,0.5
1k6/7q/8/8/8/5K2/8/8 b - - 0 1,0.5
2k5/7q/8/8/8/5K2/8/8 w - - 0 1,0.5
2k5/7q/8/8/8/4K3/8/8 b - - 0 1,0.5
2k5/8/8/8/8/4K3/2q5/8 w - - 0 1,0.5
2k5/8/8/8/3K4/8/2q5/8 b - - 0 1,0.5
8/1k6/8/8/3K4/8/2q5/8 w - - 0 1,0.5
8/1k6/8/8/8/4K3/2q5/8 b - - 0 1,0.5
8/1k6/8/8/8/3qK3/8/8 w - - 0 1,0.5
8/1k6/8/8/8/3K4/8/8 b - - 0 1,0.5
8/8/2k5/8/8/3K4/8/8 w - - 0 1,0.5
8/8/2k5/8/8/8/4K3/8 b - - 0 1,0.5
8/8/8/1k6/8/8/4K3/8 w - - 0 1,0.5
8/8/8/1k6/8/8/8/4K3 b - - 0 1,0.5
8/8/8/8/2k5/8/8/4K3 w - - 0 1,0.5
8/8/8/8/2k5/8/8/3K4 b - - 0 1,0.5
8/8/8/8/8/1k6/8/3K4 w - - 0 1,0.5
8/8/8/8/8/1k6/3K4/8 b - - 0 1,0.5
8/8/8/8/1k6/8/3K4/8 w - - 0 1,0.5
8/8/8/8/1k6/4K3/8/8 b - - 0 1,0.5
8/8/8/8/k7/4K3/8/8 w - - 0 1,0.5
8/8/8/8/k7/5K2/8/8 b - - 0 1,0.5
8/8/8/k7/8/5K2/8/8 w - - 0 1,0.5
8/8/8/k7/8/8/6K1/8 b - - 0 1,0.5
8/8/8/8/k7/8/6K1/8 w - - 0 1,0.5
8/8/8/8/k7/6K1/8/8 b - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b - - 0 1,0.5
r1bqkbnr/pppppppp/2n5/8/8/P7/1PPPPPPP/RNBQKBNR w - - 0 1,0.5
r1bqkbnr/pppppppp/2n5/8/8/P1N5/1PPPPPPP/R1BQKBNR b - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/8/P1N5/1PPPPPPP/R1BQKBNR w - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/8/P1N2N2/1PPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/pppp1ppp/2n2n2/4p3/8/P1N2N2/1PPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/pppp1ppp/2n2n2/4N3/8/P1N5/1PPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/pppp1ppp/5n2/4n3/8/P1N5/1PPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/pppp1ppp/5n2/4n3/3P4/P1N5/1PP1PPPP/R1BQKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4n3/3P4/b1N5/1PP1PPPP/R1BQKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4P3/8/b1N5/1PP1PPPP/R1BQKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4P3/8/2N5/1bP1PPPP/R1BQKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4P3/8/2N5/1BP1PPPP/R2QKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/8/3nP3/8/2N5/1BP1PPPP/R2QKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/8/3NP3/8/8/1BP1PPPP/R2QKB1R b - - 0 1,0.5
r1bqk2r/pppp1pp1/7p/3NP3/8/8/1BP1PPPP/R2QKB1R w - - 0 1,0.5
r1bqk2r/Rppp1pp1/7p/3NP3/8/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
r1bqk2r/Rppp1pp1/8/3NP3/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
R1bqk2r/1ppp1pp1/8/3NP3/7p/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
R1bqk2r/1pp2pp1/3p4/3NP3/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
2Rqk2r/1pp2pp1/3p4/3NP3/7p/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
2q1k2r/1pp2pp1/3p4/3NP3/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
2q1k2r/1pp2pp1/3P4/3N4/7p/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
2q1k2r/1p3pp1/3p4/3N4/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
2q1k2r/1p3pB1/3p4/3N4/7p/8/2P1PPPP/3QKB1R b - - 0 1,0.5
4k2r/1p3pB1/3p4/3N4/7p/8/2q1PPPP/3QKB1R w - - 0 1,0.5
4k2r/1p3pB1/3p4/3N4/7p/8/2Q1PPPP/4KB1R b - - 0 1,0.5
4k2r/5pB1/3p4/1p1N4/7p/8/2Q1PPPP/4KB1R w - - 0 1,0.5
4k2B/5p2/3p4/1p1N4/7p/8/2Q1PPPP/4KB1R b - - 0 1,0.5
4k2B/5p2/3p4/3N4/1p5p/8/2Q1PPPP/4KB1R w - - 0 1,0.5
4k2B/5p2/3p4/8/1N5p/8/2Q1PPPP/4KB1R b - - 0 1,0.5
4k2B/5p2/8/8/1N1p3p/8/2Q1PPPP/4KB1R w - - 0 1,0.5
4k2B/5p2/8/8/1N1p3p/8/2Q1PPPP/3K1B1R b - - 0 1,0.5
4k2B/5p2/8/8/1N1p4/7p/2Q1PPPP/3K1B1R w - - 0 1,0.5
4k2B/5p2/8/8/1N1p4/6Pp/2Q1PP1P/3K1B1R b - - 0 1,0.5
7B/4kp2/8/8/1N1p4/6Pp/2Q1PP1P/3K1B1R w - - 0 1,0.5
8/4kp2/8/8/1N1B4/6Pp/2Q1PP1P/3K1B1R b - - 0 1,0.5
8/3k1p2/8/8/1N1B4/6Pp/2Q1PP1P/3K1B1R w - - 0 1,0.5
8/3k1p2/8/8/1N1B4/6PB/2Q1PP1P/3K3R b - - 0 1,0.5
3k4/5p2/8/8/1N1B4/6PB/2Q1PP1P/3K3R w - - 0 1,0.5
3k4/5p2/8/8/1N1BP3/6PB/2Q2P1P/3K3R b - - 0 1,0.5
8/4kp2/8/8/1N1BP3/6PB/2Q2P1P/3K3R w - - 0 1,0.5
8/4kp2/8/8/3BP3/3N2PB/2Q2P1P/3K3R b - - 0 1,0.5
4k3/5p2/8/8/3BP3/3N2PB/2Q2P1P/3K3R w - - 0 1,0.5
4k3/5p2/8/8/3BP3/2QN2PB/5P1P/3K3R b - - 0 1,0.5
8/4kp2/8/8/3BP3/2QN2PB/5P1P/3K3R w - - 0 1,0.5
8/4kp2/8/6P1/3BP3/2QN3B/5P1P/3K3R b - - 0 1,0.5
8/4k3/8/5pP1/3BP3/2QN3B/5P1P/3K3R w - - 0 1,0.5
8/4k3/8/5pP1/3BP1B1/2QN4/5P1P/3K3R b - - 0 1,0.5
8/4k3/8/6P1/3BP1p1/2QN4/5P1P/3K3R w - - 0 1,0.5
8/4k3/6P1/8/3BP1p1/2QN4/5P1P/3K3R b - - 0 1,0.5
8/4k3/6P1/8/3BP3/2QN2p1/5P1P/3K3R w - - 0 1,0.5
8/4k3/6P1/8/3BP3/2QN2P1/5P2/3K3R b - - 0 1,0.5
4k3/8/6P1/8/3BP3/2QN2P1/5P2/3K3R w - - 0 1,0.5
4k3/6P1/8/8/3BP3/2QN2P1/5P2/3K3R b - - 0 1,0.5
